ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Other Country Whisky,UNITED KINGDOM,220148,THE ENGLISH - SMOKEY SINGLE MALT WHISKY,5.0602E+12,0.7,1,43,99.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,254029,LAPHROAIG SELECT,80686813064,0.75,1,40,56.99,NA
Wine,France Wine,France White Wine,FRANCE,388856,GEWURZTMINER - WILLY GISSELBRECH CUVEE GUILLAUME 2018,3.76016E+12,0.75,1,13,37.99,NA
Wine,France Wine,France Red Wine,FRANCE,945006,CHATEAU LAFITE ROTHSCHILD 2013,,0.75,1,13,1200,0
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,39446,SKINNYGIRL - MARGARITA,80686110040,0.75,1,12.7,13.99,NA
Wine,France Wine,France White Wine,FRANCE,53620,BOURGOGNE ALIGOTE - JEAN MARC BOILLOT 2017,3.76016E+12,0.75,1,13,30.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,152015,RED HEADS - NOBS AND SNOBS,5.05156E+12,0.75,1,14.5,28.49,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,166348,PELLER - FAMILY SERIES SAUVIGNON BLANC 2019,48162013452,0.75,1,13,11.99,0
Wine,France Wine,France Sparkling Wine,FRANCE,209023,VEUVE DU VERNAY - BRUT,3.24559E+12,0.75,1,11.5,16.99,0
Wine,Other Country Wine,Other Country Red Wine,CANADA,399766,LDB GIFT BOX $150,6.2699E+11,0.75,3,13.5,145.99,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,410910,MICHTER'S - US *1 SINGLE BARREL STRAIGHT RYE,39383006507,0.75,1,42.4,94.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,509836,TAYLOR FLADGATE - LATE BOTTLED VINTAGE 2016,8.08755E+11,0.375,1,20,15.99,10
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,561126,CABERNET SAUVIGNON - FREEMARK ABBEY NAPA,86891026961,0.75,1,14.5,77.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,757757,PHILLIPS BREWING HOP BOX MIXED CAN PACK,8.18278E+11,0.355,12,6.5,22.99,NA
Wine,Sake,Japan Sake,JAPAN,781567,HAKUTSURU - SHO-UNE JUNMAI DAI GINJO SAKE,4.90265E+12,0.3,1,15.5,11.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,862003,MONTEPULCIANO D'ABRUZZO - ZACCAGNINI TRALCETTO 2017,8.02894E+12,0.75,1,12.5,19.99,0
Spirits,Gin,Dry Gin,CANADA,6968,VICTORIA DISTILLERS - EMPRESS 1908 GIN,6.28452E+11,0.75,1,42.5,50.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,39418,SHIRAZ- PENFOLDS GRANGE GIFT BOX,12354004221,0.75,1,14.5,1000,0
Wine,France Wine,France Red Wine,FRANCE,56232,COTES DU RHONE - JOSEPH PELLERIN RESERVE,3.25765E+12,3,1,14,49.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,59926,BUMPER CROP - BLACK CHERRY CAN,6.2699E+11,0.355,6,7,10.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,63953,VERDICCHIO CLASSICO SUPERIORE - MUSONE INCAUTO 2018,8.05176E+12,0.75,1,13,24.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,76343,BRUICHLADDICH - BLACK ART 8.1,5.05581E+12,0.7,1,45.1,425,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,77360,SOMERSBY - MANGO LIME TALL CAN,6.75325E+11,0.473,1,4.5,2.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,86226,BOLGHERI SUPERIORE - ORNELLAIA 2016,8.18201E+11,6,1,14,2725,0
Wine,France Wine,France Red Wine,FRANCE,97028,MARGAUX - CHATEAU MARQUIS DE TERME 2018,,0.75,1,13,110,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,99449,GLENMORANGIE - 14 YEAR OLD QUINTA RUBAN,5.01049E+12,0.75,1,46,93.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,158147,HESTER CREEK - CHARACTER WHITE 2020,6.2699E+11,0.75,1,13.4,17.99,1
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,186625,FIREBALL,88004144708,0.05,1,33,1.99,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,359505,CHARDONNAY - SONOMA CUTRER RUSSIAN RIVER RANCHES 2016,7.69611E+11,0.75,1,14.4,28.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,426896,GLEN GRANT - 15 YEAR OLD,7.21059E+11,0.75,1,50,89.99,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,476143,CHARDONNAY - RENMANO CASK,9.31058E+12,2,1,13,19.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,673822,CABERNET SAUVIGNON - PENDRAGON,7.76546E+11,0.75,1,12.5,10.49,1
Wine,Sake,Japan Sake,JAPAN,917906,MASUKAGAMI - SUPER PREMIUM JUNMAI DAI GINJO SAKE,4.53762E+12,0.72,1,16.5,95.99,0
Wine,France Wine,France White Wine,FRANCE,949479,PESSAC LEOGNAN BLANC - CHATEAU HAUT BRION 2013,6.2699E+11,0.75,1,13,1800,0
Wine,Italy Wine,Italy Red Wine,ITALY,58771,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2018,8.18201E+11,0.75,1,13.5,74.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,88730,FERREIRA - VINTAGE PORT 2018,5.60101E+12,0.75,1,20,135.99,10
Wine,France Wine,France Red Wine,FRANCE,143420,PAYS D'OC PINOT NOIR - BOUCHARD AINE,3.34018E+12,0.75,1,12.5,14.49,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,148770,CEL. OF THE CASK BLACK GOLD GLENROTHES 1997,5.06011E+12,0.7,1,58.7,459.99,NA
Wine,France Wine,France Red Wine,FRANCE,161117,BROUILLY - CHATEAU DE PIERREUX 2019,3.26098E+12,0.75,1,13.5,22.99,0
Wine,France Wine,France White Wine,FRANCE,216989,SAUTERNES - CHATEAU RAYNE VIGNEAU 2017,3.76016E+12,0.375,1,13,45,NA
Spirits,Rum,Spiced Rum,UNITED STATES OF AMERICA,217414,CAPTAIN MORGAN - PRIVATE STOCK SPICED,87000007772,0.75,1,40,34.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,338293,BARBARESCO RISERVA - PRODUTTORI DEL BARBARESCO OVELLO 2016,6.65529E+11,0.75,1,15,75.99,0
Wine,France Wine,France White Wine,FRANCE,486371,ARBOIS BLANC CHARDONNAY - DOMAINE ROLET 2011,3.36112E+12,1.5,1,13,84.99,0
Wine,France Wine,France Red Wine,FRANCE,751214,HERMITAGE - DOMAINE J L CHAVE 2016,3.76005E+12,0.75,1,14,335.99,0
Spirits,Vodka,Straight Vodka,SWEDEN,771311,ABSOLUT - LIMITED EDITION BOTTLE,7.31204E+12,0.75,1,40,24.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,1222,WISER'S - SPECIAL BLEND,48415382267,0.75,1,40,21.99,NA
Spirits,Vodka,Straight Vodka,CANADA,70375,G AND W DISTILLING - SID THE HANDCRAFTED VODKA,6.27843E+11,0.75,1,40,29.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,GERMANY,99350,JAGERMEISTER - COLD BREW,83089000147,0.75,1,33,38.99,NA
Wine,France Wine,France Red Wine,FRANCE,109772,SANTENAY LA COMME DESSUS - RODOLPHE DEMOUGEOT,6.2699E+11,0.75,1,12.5,61.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,116356,NO BOATS ON SUNDAY - BC CIDER TALL CAN,48162015647,0.473,4,5,12.99,NA
Wine,France Wine,France Red Wine,FRANCE,122856,MARGAUX - CHATEAU LASCOMBES 2018,3.41025E+12,0.75,1,13,190,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,181143,MACALLAN - TRIPLE CASK 12 YEAR OLD,5.01031E+12,0.75,1,40,104.99,NA
Wine,France Wine,France Red Wine,FRANCE,216981,PAUILLAC - CHATEAU LAFITTE ROTHSCHILD 2017,,0.75,1,13,1500,NA
Spirits,Gin,Dry Gin,UNITED KINGDOM,229581,LANGLEY'S NUMBER 8 - LONDON DRY,5.06032E+12,0.75,1,40,24.99,NA
Wine,France Wine,France Red Wine,FRANCE,256660,POMEROL - CHATEAU CERTAN DE MAY 2016,3.76004E+12,0.75,1,13,250,NA
Beer,Import Beer,Europe Beer,DENMARK,276188,CARLSBERG TALL CAN,5.7406E+12,0.5,1,5,2.39,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,361323,GLENDRONACH - 1990 BATCH 18 CASK 9333,5.06072E+12,0.7,1,50.5,1849,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,435388,SAWMILL CREEK - CHARDONNAY,63657018903,4,1,12.5,34.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,451633,WARDS PICKER'S HUT WINTER SPICE,6.2699E+11,0.65,1,6,6.49,NA
Wine,France Wine,France Champagne Wine,FRANCE,479952,CHARLES DE CAZANOVE - CUVEE BIO CHAMPAGNE,3.32386E+12,0.75,1,12,81.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,783498,AGLIANICO DEL VULTURE - BASILISCO TEODOSIO 2016,8.02792E+12,0.75,1,13.5,23.99,0
Spirits,Whisky,Other Country Whisky,INDIA,802694,ROYAL CHALLENGE INDIA,8.90297E+12,0.75,1,42.8,30.49,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,16188,CABERNET SAUVIGNON - WAKEFIELD ESTATE CLARE VALLEY 2018,9.31166E+12,0.75,1,14,19.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,34672,MACALLAN - 12 YEAR OLD DOUBLE CASK,5.01031E+12,0.75,1,40,99.99,NA
Spirits,Gin,Other Gin,UNITED KINGDOM,49029,THAT BOUTIQUE-Y GIN COMPANY - RETRO GIN FRIDGE,5.0526E+12,0.05,8,46,99.99,NA
Beer,Import Beer,Europe Beer,GERMANY,81383,PADERBORNER - PILSENER TALL CAN,4.10112E+12,0.5,1,4.8,2.49,NA
Wine,France Wine,France Red Wine,FRANCE,97020,ST JULIEN - LA CROIX DUCRU BEAUCAILLOU 2018,,0.75,1,13,125,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,119357,STANLEY PARK BREWING - CONCESSION STAND CAN,,0.355,12,5,22.49,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,145017,SAUVIGNON BLANC  - BURONGA HILL,7.64254E+11,0.75,1,13,10.49,0
Wine,France Wine,France Red Wine,FRANCE,207954,MARGAUX - CHATEAU SIRAN 2017,3.76026E+12,0.75,1,13,60,NA
Spirits,Vodka,Flavoured Vodka,SWEDEN,257238,ABSOLUT - CITRON,8.35229E+11,0.75,1,40,24.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,351815,BOLGHERI SUPERIORE - ORNELLAIA 2018,8.18201E+11,0.375,1,14,145.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,359257,ZINFANDEL - RAVENSWOOD VINTNERS BLEND OLD VINE,7.15826E+11,0.75,1,13.5,15.49,0
Spirits,Whisky,Other Country Whisky,JAPAN,399475,NIKKA - MIYAGIKYO SINGLE MALT PEATED DISCOVERY SERIES 2021,4.90423E+12,0.7,1,48,249.99,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,511550,RIESLING GEWURZTRAMINER - HARDYS STAMP SERIES,9.31104E+12,3,1,11,33.99,1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,695023,MILLER GENUINE DRAFT CAN,56327533271,0.355,15,4.7,26.49,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,712331,ACQUESI  - ASTI,8.05646E+12,0.75,1,7,19.99,8
Spirits,Vodka,Flavoured Vodka,FRANCE,953638,CIROC - APPLE,82000780038,0.75,1,35,45.97,NA
Wine,Other Country Wine,Other Country White Wine,CROATIA,997742,CUVEE RED - STINA 2019,3.85989E+12,0.75,1,13.5,23.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,4465,TEACHERS - HIGHLAND CREAM,5.01009E+12,0.75,1,40,22.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,12385,GLENFIDDICH SPECIAL RESERVE - 12 YEAR OLD,5.01033E+12,0.75,1,40,71.99,NA
Wine,France Wine,France Red Wine,FRANCE,123131,ST JULIEN - CHATEAU DUCRU BEAUCAILLOU 2018,,0.75,1,13,475,NA
Wine,France Wine,France Red Wine,FRANCE,142938,ST JULIEN - CHATEAU LAGRANGE 2018,3.76017E+12,0.75,1,13,125,NA
Wine,France Wine,France Red Wine,FRANCE,142979,PAUILLAC - CHATEAU LYNCH BAGES 2018,3.76002E+12,0.75,1,13,300,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,173702,GRENACHE SHIRAZ MATARO - YALUMBA BAROSSA 2016,9.31179E+12,0.75,1,13.5,25.99,0
Spirits,Rum,Spiced Rum,CANADA,187532,CAPTAIN MORGAN - SPICED PET,82000784739,1.14,1,35,38.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,198476,CABERNET SAUVIGNON - JACKED,7.80432E+12,0.75,1,12,11.99,1
Wine,France Wine,France Red Wine,FRANCE,210509,FLEURIE - DOMAINE DES MARRANS CLOS DU PAVILLON 2015,3.56962E+12,0.75,1,13.5,39.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,226220,JOHNNIE WALKER EXPLORER PACK,88076183346,0.05,5,40,45.99,NA
Wine,France Wine,France Red Wine,FRANCE,229925,CHATEAU FERRAN 2016,3.60905E+12,0.75,1,13,34,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,361400,SIMES VINEYARD - MARTIN'S LANE RIESLING 2017,7.76546E+11,0.75,1,12.7,44.99,0
Spirits,Vodka,Straight Vodka,CANADA,190,SMIRNOFF - RED LABEL,7.76103E+11,1.14,1,40,33.49,NA
Wine,France Wine,France Red Wine,FRANCE,12286,CHATEAUNEUF DU PAPE - LA FIOLE DU PAPE,3.21766E+12,0.75,1,14,54.99,0
Wine,France Wine,France Red Wine,FRANCE,96985,ST ESTEPHE - CHATEAU ORMES DE PEZ 2018,3.76002E+12,0.75,1,13,75,NA
Wine,France Wine,France Red Wine,FRANCE,97235,PESSAC LEOGNAN - L'ESPRIT DE CHEVALIER ROUGE 2018,3.60905E+12,0.75,1,14,65,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,162862,CABERNET SAUVIGNON - WALKING DEAD CALIFORNIA 2016,89819720446,0.75,1,13.5,13.97,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,171663,GLENMORANGIE - GIFT PACK,5.01049E+12,0.75,1,40,71.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,225995,DIRTY LAUNDRY - PINOT GRIS SAY YES 2020,6.2699E+11,0.75,1,12,19.99,1
Spirits,Tequila,Gold Tequila,MEXICO,551416,CABO WABO - REPOSADO,6.2699E+11,0.75,1,40,78.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,690255,BULLEIT - FRONTIER BOURBON,87000004122,0.375,1,45,21.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,856344,1800 - REPOSADO RESERVA,7.21059E+11,0.75,1,40,38.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,16025,GLENFARCLAS - FAMILY CASK 1996 S20 CASK 1073,5.01807E+12,0.7,1,51.8,615,NA
Wine,France Wine,France Red Wine,FRANCE,16389,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2015,7.14153E+11,0.75,1,13,1500,0
Wine,France Wine,France Red Wine,FRANCE,123106,ST EMILION - CHATEAU CANON LA GAFFELIERE 2018,,0.75,1,13,200,NA
Wine,France Wine,France White Wine,FRANCE,127019,VOUVRAY SEC - VINCENT RAIMBAULT BEL AIR 2018,3.49692E+12,0.75,1,12.5,23.99,1
Wine,France Wine,France White Wine,FRANCE,142891,PESSAC LEOGNAN - LES HAUTS DE SMITH BLANC 2018,3.43808E+12,0.75,1,13,70,NA
Wine,France Wine,France Red Wine,FRANCE,143410,MARGAUX - CHATEAU D'ISSAN 2018,,0.75,1,13,160,NA
Wine,France Wine,France Red Wine,FRANCE,160966,CHATEAU TOUR DE MONS 2016,3.76011E+12,0.75,1,13,50,NA
Spirits,Other Spirits,Ready to Mix Cocktails,CANADA,223495,LONG ISLAND ICED TEA - ICE BOX,48415100045,1.14,1,38,27.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,286187,CABERNET SAUVIGNON - CONCHA Y TORO FRONTERA,7.80432E+12,1.5,1,12.5,16.49,0
Wine,France Wine,France Red Wine,FRANCE,290205,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2011,3.61217E+12,0.75,1,13,999,NA
Spirits,Other Spirits,Ready to Mix Cocktails,CANADA,296194,PARALYZER MIX - POTTER'S,7.76556E+11,1.14,1,34.9,32.49,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,CANADA,509224,GLUTENBERG - BLONDE ALE GLUTEN FREE TALL CAN,8.32958E+11,0.473,4,4.5,16.79,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,906354,LABATT - BUDWEISER CAN,62067335402,0.355,24,5,40.49,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,15399,EVAN WILLIAMS - 1783 BOURBON,96749002986,0.75,1,45,49.99,NA
Wine,France Wine,France Red Wine,FRANCE,54128,POMEROL - CHATEAU LAGRANGE 2018,3.32816E+12,0.75,1,13,75,NA
Wine,Canada - Other,Canada - Other White Wine,CANADA,87367,REDSTONE - LIMESTONE RIDGE RIESLING,6.28342E+11,0.75,1,11,21.99,4
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,129411,KAMORA - COFFEE,80686250401,0.75,1,20,16.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,174045,ZINFANDEL - KLINKER BRICK LODI OLD VINE 2017,8.53739E+11,0.75,1,15.5,30.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,174915,TAYLOR FLADGATE - VINTAGE 2016,5.01363E+12,1.5,1,20,295.99,10
Wine,France Wine,France White Wine,FRANCE,184680,PESSAC LEOGNAN - CHATEAU MALARTIC LAGRAVIERE BLANC 2017,3.60905E+12,0.75,1,13,120,NA
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,191426,DEEP EDDY - LEMON VODKA,8.56065E+11,0.75,1,35,29.99,NA
Wine,France Wine,France Red Wine,FRANCE,255012,POMEROL - CHATEAU PETRUS 2018,3.70059E+12,0.75,1,13,3800,NA
Wine,Chile Wine,Chile Red Wine,CHILE,275925,CABERNET SAUVIGNON - SANTA CAROLINA RESERVA COLCHAGUA,7.80435E+12,0.75,1,13.5,14.49,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,CANADA,412601,LES TROIS MOUSQUETAIRES - PORTER BALTIQUE,8.77839E+11,0.75,1,10,13.59,NA
Wine,France Wine,France Red Wine,FRANCE,413344,COTE ROTIE - RENE ROSTAING CUVEE AMPODIUM 2016,7.95898E+11,0.75,1,13,129.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,680975,CABERNET SAUVIGNON - VINA RIOJANAS LA CHAYA,7.79027E+12,0.75,1,12.5,9.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,36577,RED TRUCK - CLASSIC LAGER CAN,6.28882E+11,0.355,15,5,23.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,43024,NAPA VALLEY RED - OPUS ONE 2017,6.2699E+11,0.75,1,14,599,NA
Wine,France Wine,France Red Wine,FRANCE,64739,PAUILLAC - CHATEAU GRAND PUY LACOSTE 2018,,0.75,1,13,190,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,95260,SETUBAL RESERVA - JOSE MARIA DA FONSECA PERIQUITA,5.60117E+12,3,1,13,38.99,1
Wine,France Wine,France Red Wine,FRANCE,130430,COTES DE CASTILLON - CHATEAU JOUANIN,3.66421E+12,0.75,1,13,20,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,159671,CHARDONNAY - YELLOW TAIL PURE BRIGHT,8.08755E+11,0.75,1,9.7,10.49,1
Wine,France Wine,France Red Wine,FRANCE,182463,BOURGOGNE PINOT NOIR - DOMAINE CYROT BUTHIAU 2018,3.9457E+12,0.75,1,13,33.99,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,231944,CHARDONNAY - DOMAINE DROUHIN ARTHUR DUNDEE HILLS 2019,12086766510,0.75,1,13.8,43.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,456032,BAROLO - CONTERNO FANTINO GINESTRA VIGNA DEL GRIS 2005,8.10065E+11,0.75,1,14,239.99,0
Beer,Import Beer,Europe Beer,DENMARK,479857,CARLSBERG,5.7407E+12,0.33,6,5,12.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,501668,CANADIAN CLUB - 100% RYE CHAIRMAN'S SELECT,80686823063,0.75,1,40,23.99,NA
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,617530,PINOT NOIR - MARISCO THE NED MARLBOROUGH 2018,6.2699E+11,0.75,1,13.5,21.49,0
Wine,France Wine,France Red Wine,FRANCE,630988,VOSNE ROMANEE 1ER CLOS DE REAS MONOPOLE - DOM MICHEL GROS 17,6.2699E+11,0.75,1,14,225.99,0
Wine,France Wine,France Champagne Wine,FRANCE,655027,PIERRE PAILLARD - LES PARCELLES BOUZY GRAND CRU,3.53514E+12,1.5,1,12.5,155.99,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,744383,VILLA TERESA - VENETO CHARDONNAY FRIZZANTE ORGANIC,8.00762E+12,0.75,1,11,17.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,780585,TOSCANA - TOMMASI POGGIO AL TUFO ROMPICOLLO 2017,8.00465E+12,0.75,1,13.5,25.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,781294,RIESLING SPATLESE ZELTINGER SCHLOSSBERG - SCHMITT 2008,7.17215E+11,0.75,1,10,74.99,0
Wine,Hungary Wine,Hungary Fruit and Dessert Wine,HUNGARY,57802,TOKAJI MUSCAT LATE HARVEST - TOKAJI KERESKEDOHAZ 2016,5.99881E+12,0.5,1,12,18.99,7
Spirits,Gin,Dry Gin,UNITED KINGDOM,103184,BOMBAY SAPPHIRE - LONDON DRY,80480000097,0.2,1,40,8.79,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,226231,BAILEYS W 2 BOWLS,5.01101E+12,0.75,1,17,29.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,352690,BARBARESCO RISERVA - PRODUTTORI DEL BARBARESCO RABAJA 2016,6.65529E+11,1.5,1,15,149.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,446805,MERLOT - GRAPE GRINDER CAPE FYNBOS,6.00988E+12,3,1,13.5,32.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,587113,TOSCANA - MONTE ANTICO,7.26452E+11,0.75,1,12.5,16.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,602821,CAROLANS - IRISH CREAM,7.2106E+11,0.375,1,17,15.49,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CZECH REPUBLIC,611152,ABSINTH - GREEN TREE,8.594E+12,0.5,1,70,50.99,NA
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,65185,HORNITOS PLATA,80686835325,0.75,1,40,34.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,94284,VENETO APPASSIMENTO - MASI CAMPOFIORIN RIPASSO,8.00206E+12,0.375,1,13,12.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,103861,MONTEPULCIANO D'ABRUZZO - CITRA,8.00549E+12,1,1,12,11.99,0
Spirits,Gin,Flavoured Gin,UNITED KINGDOM,180693,WHITLEY NEILL - RHUBARB & GINGER GIN,5.01117E+12,0.75,1,43,45.99,NA
Wine,France Wine,France Red Wine,FRANCE,250001,CHATEAU LASCOMBES 2014,,0.75,1,13,120,0
Spirits,Tequila,Gold Tequila,MEXICO,763037,CLASE AZUL - REPOSADO,81240049516,0.75,1,40,307.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,776625,MONTSANT - CELLER EL MASROIG SOLA FRED 2018,8.75359E+11,0.75,1,14,19.99,0
Wine,Canada - BC,Canada - BC Ice Wine,CANADA,813758,WHISTLER - SAUVIGNON BLANC ICEWINE 2018,6.2699E+11,0.2,1,9.8,28.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,9266,PUGLIA PRIMITIVO - LUCCARELLI,8.01987E+12,0.75,1,14,15.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,41384,JACK DANIEL'S - OLD 7,82184083949,0.75,1,40,34.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,57752,SHIRAZ - TWO HANDS ANGELS SHARE MCLAREN VALE 2018,9.33173E+12,0.75,1,14.8,34.99,0
Spirits,Gin,Dry Gin,UNITED KINGDOM,96263,TANQUERAY - LONDON DRY,6.22154E+11,1.75,1,40,54.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,124134,FORTY CREEK - DOUBLE BARREL,69321004517,0.75,1,40,37.99,NA
Beer,Import Beer,Europe Beer,GERMANY,129783,WARSTEINER PREMIUM PILSENER,4.00086E+12,0.33,6,4.8,14.79,NA
Wine,Italy Wine,Italy Red Wine,ITALY,455805,BAROLO - CONTERNO FANTINO MOSCONI VIGNA PED 2017,8.10065E+11,0.75,1,14.5,140.99,0
Spirits,Liqueurs,Fruit Liqueurs,ITALY,471623,LIMONCELLO - RUSSO,8.0003E+12,0.7,1,32,35.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,480120,BRUNELLO DI MONTALCINO - LE RAGNAIE CASANOVINA MONTOSOLI,8.4706E+11,0.75,1,13.5,175.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,481083,SINGLE MALTS OF SCOTLAND - GLENBURGIE 21 YEAR OLD SINGLE MAL,5.06053E+12,0.7,1,59.4,250,NA
Wine,France Wine,France Champagne Wine,FRANCE,562157,KRUG - VINTAGE 1998,3.25806E+12,1.5,1,12,875,0
Spirits,Vodka,Straight Vodka,FRANCE,772350,GREY GOOSE,5.01068E+12,4.5,1,40,415,NA
Wine,France Wine,France White Wine,FRANCE,859538,PULIGNY MONTRACHET 1ER LES COMBETTES - BOUCHARD PERE 2013,3.33769E+12,0.75,1,13,119.99,0
Wine,France Wine,France Red Wine,FRANCE,948174,CAHORS MALBEC MERLOT - CHATEAU EUGENIE TRADITION 2018,3.5585E+12,0.75,1,12.5,23.99,0
Spirits,Liqueurs,Whiskey Liqueurs,UNITED KINGDOM,1867,DRAMBUIE,10391100753,0.75,1,40,46.49,NA
