ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Other Country Whisky,JAPAN,521992,NIKKA - TAKETSURU PURE MALT,4.90423E+12,0.7,1,40,87.99,NA
Wine,France Wine,France Red Wine,FRANCE,768721,COTE ROTIE - E GUIGAL LA MOULINE 2017,6.2699E+11,0.75,1,14,540,0
Wine,Spain Wine,Spain Red Wine,SPAIN,27944,MONTSANT - CELLER DE CAPCANES MAS DONIS NEGRE,8.42715E+12,0.75,1,13.5,15.99,0
Wine,France Wine,France Red Wine,FRANCE,30472,BORDEAUX ROUGE - JEAN PIERRE MOUEIX 2016,3.32816E+12,0.75,1,13.5,17.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,44657,PALM BAY - RAINBOW TWIST CAN,62067383342,0.355,6,5,11.99,NA
Spirits,Gin,Flavoured Gin,UNITED KINGDOM,44753,BOMBAY - BRAMBLE,80480986001,0.75,1,43,30.99,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,59921,LONETREE CIDER - RHUBARB CAN,6.2699E+11,0.355,6,5.5,11.99,NA
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,70573,CHAMBORD - BLACK RASPBERRY,8.00403E+12,0.75,1,16.5,44.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,70709,FOAMERS' FOLLY BREWING CORP. - BEETLEJUICE SOUR TALL CAN,6.2699E+11,0.473,4,5.5,13.29,NA
Wine,France Wine,France Red Wine,FRANCE,97413,ST EMILION - CHATEAU TROTTE VIEILLE 2018,3.60905E+12,0.75,1,13,200,NA
Wine,France Wine,France Red Wine,FRANCE,196910,PAUILLAC - CHATEAU DUHART MILON 2017,6.2699E+11,0.75,1,13,160,NA
Wine,Canada - BC,Canada - BC Ice Wine,CANADA,240127,MISSION HILL - RESERVE RIESLING ICEWINE 2016,7.76546E+11,0.375,1,9,56.99,10
Wine,Italy Wine,Italy White Wine,ITALY,351136,TAVERNELLO GRECANICO PINOT GRIGIO - TERRE SICILIANE ORGANIC,8.00853E+12,0.75,1,12,11.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,351770,LAGAVULIN - OFFERMAN EDITION,88076185647,0.75,1,46,109.99,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,397409,DOURO - CASA FERREIRINHA BARCA VELHA,5.60101E+12,0.75,1,14.5,520,0
Beer,Import Beer,Europe Beer,UNITED KINGDOM,409649,WYCHWOOD - HOBGOBLIN ALE,5.01135E+12,0.5,1,4.5,2.39,NA
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,551218,JAUME SERRA - CAVA CASTELFINO BRUT,8.41128E+12,0.75,1,11.5,11.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,648964,BRUNELLO DI MONTALCINO - CASANOVA DI NERI TENUTA NUOVA 2011,4.64155E+11,0.75,1,14.5,259.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,655613,CABERNET SAUVIGNON MERLOT - LONG COUNTRY,7.80435E+12,1,1,12.5,11.99,0
Spirits,Whisky,Canadian Whisky,CANADA,6291,WAYNE GRETZKY - RED CASK WHISKY,6.27167E+11,0.75,1,40,34.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,63584,GRIGNOLINO DEL MONFERRATO CASALESE - ACCORNERO BRICCO DEL BO,8.03254E+12,0.75,1,14,28.99,0
Wine,Sake,Japan Sake,JAPAN,103669,HAKUTSURU - DAI GINJO SAKE,4.90265E+12,0.72,1,15.3,22.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,182931,JACK DANIEL'S - OLD #7 TENNESSEE SOUR MASH,82184080894,1.75,1,40,71.99,NA
Wine,Italy Wine,Prosecco Wine,ITALY,203489,CUPCAKE - PROSECCO DRY,81308001326,0.75,1,11,18.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,211185,CABERNET SAUVIGNON CARMENERE SYRAH - CONO SUR ORGANIC,7.80432E+12,0.75,1,13.5,15.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,404296,BAROLO - AZELIA SAN ROCCO 2017,8.0328E+12,0.75,1,14.5,159.99,0
Wine,Spain Wine,Spain White Wine,SPAIN,455709,RIAS BAIXAS ALBARINO - TORRES PAZO DAS BRUXAS 2019,8.41011E+12,0.75,1,12.5,34.99,0
Spirits,Liqueurs,Fruit Liqueurs,CANADA,613331,MCGUINNESS PEACH SCHNAPPS,48415448529,0.75,1,15,19.49,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,648006,CABERNET SAUVIGNON - GUNSIGHT ROCK PASO ROBLES,8.33302E+11,0.75,1,14,17.49,0
Wine,Sake,Japan Sake,JAPAN,856039,KUBOTA JUNMAI DAIGINJO MANJYU,4.98428E+12,0.72,1,15,81.99,0
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,7060,HENNESSY - XO,6.2699E+11,1.5,1,40,738,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,46678,GLENFARCLAS - FAMILY CASK 1971 SP17 CASK 151,5.01807E+12,0.7,1,47,11280,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,93401,CHARDONNAY - GEORGE WYNDHAM BIN 222,80432124079,0.75,1,11,13.99,0
Wine,France Wine,France Champagne Wine,FRANCE,116845,BILLECART SALMON - BRUT RESERVE,3.11394E+12,3,1,12,429.99,0
Wine,Italy Wine,Italy White Wine,ITALY,229542,PINOT GRIGIO DELLE VENEZIE - FOLONARI,8.00016E+12,0.75,1,11.5,12.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,383711,JACKSON TRIGGS PROPRIETOR'S SELECTION MERLOT,63657007112,0.75,1,12.5,9.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,428755,LABATT - BUD LIGHT 740ML CAN,62067567704,0.74,1,4,3.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,455352,REMY MARTIN - GRANDE CHAMPAGNE LOUIS XIII,3.02448E+12,0.05,1,40,710,NA
Spirits,Tequila,Gold Tequila,MEXICO,613885,TIERRA NOBLE ANEJO,8.36508E+11,0.75,1,40,103.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,807263,MALBEC - DOMAINE BOUSQUET MENDOZA ORGANIC VEGAN,8.79716E+11,0.75,1,14,16.49,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,884320,BLACK CELLAR - MALBEC MERLOT,48162014442,3,1,13,30.49,2
General Merchandise,De-Alcoholized Product,Wine De-Alcoholized Product,AUSTRALIA,19083,LOXTON - CABERNET SAUVIGNON,63448100084,0.75,1,0.5,7.19,0
Spirits,Rum,Dark Rum,CANADA,54841,LAMB'S - NAVY,48415345361,1.75,1,40,51.99,NA
Spirits,Vodka,Straight Vodka,FINLAND,114967,FINLANDIA,6.41271E+12,1.75,1,40,55.49,NA
Wine,France Wine,France White Wine,FRANCE,254565,HERMITAGE BLANC - DOMAINE J L CHAVE 2017,3.76005E+12,0.75,1,14.5,335.99,0
Wine,France Wine,France Champagne Wine,FRANCE,263585,VEUVE CLICQUOT - BRUT,3.04961E+12,6,1,12,1170,0
Wine,France Wine,France Red Wine,FRANCE,360669,CHATEAU CARIGNAN 2014,3.41947E+12,0.75,1,13,30,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,361392,NARAMATA RANCH VINEYARD - MARTINS LANE RIESLING 2017,7.76546E+11,0.75,1,12.8,54.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,589622,CONVICTION - PINOT GRIGIO THE FINANCIER 2017,58976502356,0.75,1,13.5,8.47,1
Spirits,Vodka,Flavoured Vodka,FRANCE,774430,GREY GOOSE - CHERRY NOIR,80480002831,0.75,1,40,49.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,842336,CHIANTI CLASSICO GRAN SELEZIONE - SAN FABIANO CALCINAIA ORGA,8.02521E+12,0.75,1,14.5,49.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,69047,CABERNET SAUVIGNON - THREE THIEVES CALIFORNIA 2019,8.94509E+11,0.75,1,13.5,18.99,0
Spirits,Gin,Flavoured Gin,CANADA,198677,G AND W DISTILLING - TEMPO ARANDANO BLUEBERRY GIN,6.28056E+11,0.75,1,40,33.99,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,216606,GRANT'S - TRIPLEWOOD,5.01033E+12,0.375,1,40,15.49,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,330506,MISSION HILL - RESERVE CABERNET SAUVIGNON 2018,7.76546E+11,0.75,1,13,36.99,0
Wine,France Wine,France Red Wine,FRANCE,390255,LATRICIERES CHAMBERTIN - DOMAINE FAIVELEY 2014,7.95898E+11,0.75,1,14,369.99,0
Spirits,Whisky,Canadian Whisky,CANADA,429704,CROWN ROYAL - NORTHERN HARVEST RYE,82000775874,0.75,1,45,34.99,NA
Wine,France Wine,France Red Wine,FRANCE,458448,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2009,3.30329E+12,0.75,1,13,1800,0
Spirits,Vodka,Flavoured Vodka,SWEDEN,550749,ABSOLUT - MANDRIN,87000005587,0.75,1,40,24.99,NA
Wine,France Wine,France Red Wine,FRANCE,670588,BOURGOGNE ROUGE - MICHEL GROS 2011,6.2699E+11,0.75,1,12.5,44.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,693390,CHIANTI CLASSICO RISERVA - SAN FELICE IL GRIGIO 2014,7.09067E+11,1.5,1,13.5,67.99,0
Wine,Chile Wine,Chile Sparkling Wine,CHILE,883629,TORRES - SANTA DIGNA ESTELADO ROSE 2018,8.41011E+12,0.75,1,12,24.99,0
Spirits,Rum,Flavoured Rum,TRINIDAD AND TOBAGO,3143,DEAD MAN'S FINGERS - RUM TASTER PACK,5.01117E+12,0.05,3,37.5,15.99,NA
Wine,France Wine,France Red Wine,FRANCE,69914,BOURGOGNE PINOT NOIR - LOUIS LATOUR 2018,3.56692E+12,0.75,1,13,32.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,70763,ESPOLON - BLANCO,7.2106E+11,0.75,1,40,37.99,NA
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,86549,SHETLAND REEL - FINISHED IN SHETLAND BLENDED MALT SCOTCH,5.0604E+12,0.7,1,47,89.99,NA
Wine,France Wine,France Red Wine,FRANCE,95224,CHATEAU CLERC MILON 2013,,0.75,1,13,81.99,0
Spirits,Rum,Flavoured Rum,UNITED STATES OF AMERICA,107745,BACARDI - LIME,80480984274,0.75,1,35,21.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,175612,STROH CANADA - PABST BLUE RIBBON CAN,56910403158,0.355,15,4.9,21.49,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,178947,MOSCATO - YELLOW TAIL,8.39743E+11,0.75,1,7.5,12.49,8
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,224499,GLEN GRANT - 12 YEAR OLD,7.21059E+11,0.75,1,43,59.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,267666,GLEN GRANT RARE VINTAGE 1951 - GORDON AND MACPHAIL,,0.7,1,40,7400,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,533174,RED ROOSTER - PINOT GRIS 2020,6.81247E+11,0.75,1,12.5,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,639609,BAROLO - AURELIO SETTIMO 2016,6.33913E+11,0.75,1,14,62.99,0
Wine,Argentina Wine,Argentina Sparkling Wine,ARGENTINA,15266,TRUMPETER - ROSE DE MALBEC EXTRA BRUT,7.79058E+12,0.75,1,12.4,27.99,1
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,28145,PIKESVILLE - STRAIGHT RYE WHISKEY,96749000814,0.75,1,55,99.99,NA
Wine,France Wine,France Red Wine,FRANCE,98106,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2018,,0.75,1,13,90,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,102316,FUGGLES AND WARLOCK - DARK COW CHOCOLATE HAZELNUT BELGIAN,6.19587E+11,0.65,1,6.7,6.89,NA
Wine,France Wine,France Red Wine,FRANCE,134013,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2018,3.60905E+12,0.75,1,13,350,NA
Wine,France Wine,France Red Wine,FRANCE,143399,MARGAUX - CHATEAU MARGAUX 2018,,0.75,1,13,1500,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,468728,CHARDONNAY - WYNNS COONAWARRA ESTATE,9.30062E+12,0.75,1,13.5,19.99,0
Wine,France Wine,France Red Wine,FRANCE,779439,SAUMUR LES EPINATS - CAVE DE SAUMUR 2018,1.85961E+11,0.75,1,14,22.99,0
Wine,France Wine,France Red Wine,FRANCE,943928,CHATEAU MONTROSE 2013,,0.75,1,13,165,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,8910,HOWE SOUND - RAIL ALE NUT BROWN TALL CAN,6.27632E+11,0.473,1,5,2.79,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,32420,NAPA VALLEY RED - OPUS ONE 2014,6.2699E+11,1.5,1,14.5,1350,NA
Wine,France Wine,France White Wine,FRANCE,88537,VEZELAY CHARDONNAY - PASCAL BOUCHARD 2018,8.34482E+11,0.75,1,12.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,97525,PAUILLAC - CHATEAU PICHON COMTESSE DE LALANDE 2018,6.96852E+11,0.75,1,13,380,NA
Wine,France Wine,France Red Wine,FRANCE,97855,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2018,,0.75,1,13,250,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,113065,BODACIOUS - CABERNET SAUVIGNON,63657036006,4,1,13,39.99,1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,143699,PARALLEL 49 - MOST WONDERFUL TIME FOR A BEER 24 CAN PACK,8.23994E+11,0.355,24,5.81,77.79,NA
Wine,France Wine,France Red Wine,FRANCE,152518,CHATEAUNEUF DU PAPE - DOMAINE LA BARROCHE JULIEN BARROT 2018,3.77001E+12,0.75,1,15.2,69.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,215734,FUYU - JAPANESE WHISKY,4.99774E+12,0.75,1,40,74.99,NA
Wine,France Wine,France White Wine,FRANCE,232948,DOMAINE DE CHEVALIER BLANC 2016,,0.75,1,13,200,NA
Wine,France Wine,France White Wine,FRANCE,416423,CHABLIS GRAND CRU - DOMAINE GAUTHERON BOUGROS,3.76026E+12,0.75,1,13,119.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,436717,ST HUBERTUS - CHASSELAS 2020,6.25259E+11,0.75,1,11.5,18.99,1
Wine,Germany Wine,Germany White Wine,GERMANY,509430,RIESLING - MERTES LANDLUST,4.0033E+12,0.75,1,11,14.99,2
Wine,France Wine,France Champagne Wine,FRANCE,593434,MICHEL LORIOT - BLANC DE NOIRS AUTHENTIC MEUNIER BRUT,6.2699E+11,0.75,1,12,61.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,663609,CABERNET SAUVIGNON MERLOT - RUPERT AND ROTHSCHILD CLASSIQU,6.0098E+12,0.75,1,13,17.97,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,753343,STAGG - JR,88004018580,0.75,1,65.1,99.99,NA
Spirits,Asian Spirits,China Spirits,CHINA,763284,FEN CHIEW,6.90343E+12,0.375,1,53,21.49,NA
Spirits,Rum,Flavoured Rum,UNITED STATES OF AMERICA,2323,CAPTAIN MORGAN - ORANGE VANILLA TWIST,82000792666,0.75,1,30,29.99,NA
Wine,France Wine,France White Wine,FRANCE,41533,CHABLIS 1ER BEAUROY - PASCAL BOUCHARD 18,8.34482E+11,0.75,1,12.5,51.99,0
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,63851,COMPASS BOX - MENAGERIE,8.32889E+11,0.75,1,46,159.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,65565,SALENTO - VERSO ROSSO,8.00886E+12,0.75,1,14,19.99,0
Wine,France Wine,France Rose Wine,FRANCE,82988,AIX EN PROVENCE ROSE - PROVENCE WINE MAKER BENJI 2018,3.76025E+12,0.75,1,13.2,22.99,0
Wine,France Wine,France Red Wine,FRANCE,139654,HERMITAGE - PAUL JABOULET LA CHAPELLE 2015,3.10571E+12,1.5,1,14.5,750,0
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,192765,VILLA CONCHI - CAVA BRUT SELECCION,8.43701E+12,0.75,1,11.5,18.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,229082,TAYLOR FLADGATE - VINTAGE 2000,5.01363E+12,1.5,1,20,459.99,10
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,240820,REMY MARTIN - GRANDE CHAMPAGNE LOUIS XIII,3.02448E+12,1.5,1,40,8380,NA
Wine,Italy Wine,Italy Red Wine,ITALY,533315,CHIANTI CLASSICO - FONTODI 2018,8.02102E+12,0.75,1,14,38.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,685008,CONVICTION - RUSTIC RED DREAMERS & SCHEMERS,58976502370,0.75,1,13.6,9.97,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,790188,CABERNET SAUVIGNON - FLIP FLOP,81308001500,0.75,1,13.5,7.97,1
Wine,Italy Wine,Italy Red Wine,ITALY,41947,ROSSO DI TORGIANO - LUNGAROTTI RUBESCO 2018,8.01604E+12,0.75,1,14,25.99,0
Wine,France Wine,France Rose Wine,FRANCE,110169,BANDOL PROVENCE ROSE - TERRASSES DE FONTANIEU,3.33062E+12,0.75,1,13.5,28.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,182879,CABERNET SAUVIGNON - MT. DAWSON,7.76546E+11,4,1,12.5,38.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,194840,VINTAGE PORT - DOW'S 2017,5.60831E+12,0.75,1,20,135.99,10
Wine,Germany Wine,Germany White Wine,GERMANY,199930,RIESLING - DR LOOSEN WEHLENER SONNENUHR GG ALTE REBEN 15,8.10404E+11,0.75,1,12.5,46.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,331025,JACKSON TRIGGS PROPRIETOR'S SELECTION CABERNET SAUVIGNON,63657001813,1.5,1,12.5,16.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,531663,WOODFORD RESERVE - MALT,81128001933,0.75,1,45.2,51.99,NA
Wine,France Wine,France Red Wine,FRANCE,536508,COTES DU RHONE - LES DAUPHINS RESERVE,3.17908E+12,0.75,1,14,17.99,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,9338,BASK - CRISP ROSE,63657042052,0.75,1,13,10.99,0
Wine,Portugal Wine,Portugal White Wine,PORTUGAL,21160,DAO BRANCO - JULIA KEMPER 2015,5.60029E+12,0.75,1,13.2,40.99,0
Wine,France Wine,France White Wine,FRANCE,55533,BOURGOGNE CHARDONNAY - LOUIS LATOUR 2020,3.56692E+12,0.75,1,13,28.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,89618,CHARDONNAY - GIANT STEPS SEXTON VINEYARD 2019,9.35111E+12,0.75,1,13,49.99,0
Wine,France Wine,France Red Wine,FRANCE,117867,ST JULIEN - CHATEAU DUCRU BEAUCAILLOU 2017,6.2699E+11,0.75,1,13,375,NA
Wine,France Wine,France White Wine,FRANCE,388640,BOURGOGNE CHARDONNAY - CYROT BUTHIAU 2019,3.9457E+12,0.75,1,13,38.99,NA
Wine,France Wine,France Red Wine,FRANCE,602896,NUITS ST GEORGES - DOMAINE MICHEL GROS LES CHALIOTS 2010,3.58701E+12,0.75,1,13,85.99,NA
Wine,France Wine,France Red Wine,FRANCE,865378,NUITS ST GEORGES 1ER AUX BOUDOTS - DOMAINE JEAN GRIVOT 2011,3.52469E+12,0.75,1,13,275.99,0
Wine,France Wine,France Sparkling Wine,FRANCE,26149,CATTIN SAUVAGE - CREMANT D'ALSACE BRUT ORGANIC,3.48833E+12,0.75,1,12,26.99,0
Wine,Fortified Wine,Sherry Wine,SPAIN,35204,GONZALEZ BYASS - OLOROSO NUTTY SOLERA,8.41002E+12,0.75,1,20,20.99,3
Wine,Italy Wine,Prosecco Wine,ITALY,42206,BISOL - JEIO PROSECCO ROSE,8.05325E+12,0.75,1,11,24.99,1
Wine,France Wine,France Red Wine,FRANCE,82251,LATRICIERES CHAMBERTIN - LUCIEN LE MOINE 2016,7.03599E+12,0.75,1,13,419.99,0
Wine,Sake,Other Country Sake,CANADA,83568,GRANVILLE ISLAND OSAKE - JUNMAI SPARKLING SAKE,6.2699E+11,0.5,1,13.5,23.49,3
Wine,France Wine,France Red Wine,FRANCE,97157,POMEROL - CHATEAU LA CROIX DE GAY 2018,3.60905E+12,0.75,1,13,100,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,111685,DEAD FROG - JUICE BOX SOUR MIXER TALL CAN,6.2699E+11,0.473,8,5,21.29,NA
Wine,France Wine,France Red Wine,FRANCE,117818,ST EMILION - CHATEAU BERLIQUET 2017,3.60905E+12,0.75,1,13,85,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,121994,SHIRAZ CABERNET SAUVIGNON - BRYNE HIGHROLLER RESERVE,9.32387E+12,0.75,1,14.5,9.97,0
Wine,France Wine,France Red Wine,FRANCE,300186,CHATEAU ANGELUS 2014,7.14153E+11,0.75,1,14.5,480,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,411447,LABATT - BUSCH  CAN,62067318375,0.355,15,4.7,20.29,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,508135,COPPER MOON - SAUVIGNON BLANC,48162012462,0.75,1,12.5,9.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,893289,COPPER MOON - CABERNET SAUVIGNON,48162012455,0.75,1,13,8.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58878,NAPA VALLEY RED - OPUS ONE 2017,7.53604E+11,0.375,1,14,299,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,183470,SIMES VINEYARD - MARTIN'S LANE RIESLING 2016,7.76546E+11,0.75,1,13.3,44.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,219259,OLD FORESTER - SINGLE BARREL NO 1,81128002664,0.75,1,63.2,78.99,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,277954,CAMPARI,81375100670,0.75,1,25,26.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,351630,IMBZZL - FAST ONE RED BLEND,63657043165,0.75,1,14.5,23.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,371266,RED RACER - DOZEN DONUTS MIXER CAN,6.28113E+11,0.355,12,5,24.29,NA
Beer,Import Beer,USA Beer,UNITED STATES OF AMERICA,463836,MICKEY'S,34100774349,0.355,12,5.5,22.79,NA
Spirits,Rum,Spiced Rum,CANADA,500512,CAPTAIN MORGAN - SPICED,87000151086,0.75,1,35,27.99,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,681411,SLEEMAN - HONEY BROWN LAGER,56910230068,0.341,6,5,12.79,NA
Spirits,Vodka,Straight Vodka,CANADA,67,SMIRNOFF - RED LABEL,7.76103E+11,0.75,1,40,22.99,NA
Wine,France Wine,France Red Wine,FRANCE,137560,CHENAS - PASCAL AUFRANC VIGNES DE 1939 2016,3.76001E+12,0.75,1,13,28.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,144989,LA MANCHA GARNACHA - DOMINIO DE PUNCTUM GALERNA,8.43702E+12,0.75,1,13.5,16.99,0
Wine,France Wine,France White Wine,FRANCE,207863,GRAVES - CLOS FLORIDENE BLANC 2017,6.2699E+11,0.75,1,13,41,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,240986,SCHLOSS LADERHEIM,58976052011,1.5,1,11.5,12.79,2
Wine,Chile Wine,Chile Red Wine,CHILE,415596,CABERNET SAUVIGNON - CARMEN RESERVA PREMIER,83300097505,0.75,1,13.5,12.49,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,502054,PINOT GRIGIO - STONELEIGH MARLBOROUGH,9.41451E+12,0.75,1,13,15.99,1
Spirits,Vodka,Straight Vodka,POLAND,511063,ZUBROWKA BIALA - VODKA,8.61601E+11,0.75,1,40,24.99,NA
Wine,France Wine,France Red Wine,FRANCE,562363,CHATEAU MARGAUX 1989,3.41947E+12,0.75,1,12.5,1250,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,884858,MT BEGBIE - HIGH COUNTRY KOLSCH CAN,6.29217E+11,0.355,6,4.5,11.79,NA
Wine,France Wine,France Red Wine,FRANCE,48926,CORTONS LES RENARDES - THIBAULT LIGER BELAIR 2011,7.95898E+11,0.75,1,14,159.99,NA
Wine,France Wine,France Red Wine,FRANCE,234380,GEVREY-CHAMBERTIN 1ER LE POISSENOT - GEANTET PANSIOT 2016,3.76016E+12,0.75,1,13,189.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,247353,CHECKMATE  - FOOL'S MATE CHARDONNAY 2014,7.76546E+11,1.5,1,14.3,179.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,255860,CABERNET SAUVIGNON - ROBERT MONDAVI PRIVATE BOURBON BARREL,86003780217,0.75,1,14.5,17.99,0
Spirits,Vodka,Straight Vodka,LATVIA,290361,STOLICHNAYA - GOLD,4.75002E+12,0.75,1,40,34.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,335901,GLENLIVET - 18 YEAR OLD,80432400661,0.75,1,40,149.99,NA
Wine,France Wine,France Red Wine,FRANCE,341529,CORTON PERRIERES - MICHEL JUILLOT,3.50803E+12,0.75,1,13,115.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,699694,TOSCANA - ANTINORI SOLAIA 2017,8.00194E+12,0.75,1,14,510,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,11373,WAYNE GRETZKY - SALTED CARAMEL CREAM WHISKY,6.27167E+11,0.75,1,17,28.99,NA
Wine,France Wine,France Red Wine,FRANCE,51043,PAUILLAC - CHATEAU D'ARMAILHAC 2018,,0.75,1,13,125,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,119743,JACK DANIEL'S - OLD #7 TENNESSEE SOUR MASH,82184080948,0.375,1,40,18.99,NA
Wine,France Wine,France Red Wine,FRANCE,143376,PAUILLAC - CHATEAU D'ARMAILHAC 2018,,0.75,1,13,125,NA
Wine,Chile Wine,Chile White Wine,CHILE,150389,SAUVIGNON BLANC - ESTRELLA DE PASCUA,7.80432E+12,0.75,1,12.5,8.99,1
Wine,Fortified Wine,Port Wine,PORTUGAL,211378,COCKBURN'S - VINTAGE PORT 2016,5.60831E+12,0.75,1,20,105.99,10
Wine,France Wine,France Champagne Wine,FRANCE,223076,CHAMPAGNE AYALA - ROSE MAJEUR,3.11384E+12,0.75,1,12,94.99,1
